,Address,City,Owner Name,Mailing Address,Price,Number of Units,Total area,Number Of Stories,Lot Size,Type,Year Built,location,point,latitude,longitude,altitude
5599,"U.S. Hwy 395/Muller Lane, Minden, NV, 89423","Minden, NV 89423 ·",,,3500000.0, , , ,22.44 AC,Land, ,"Muller Ln & U.S. Hwy 395 N, Minden, NV 89423, USA","['38.9704783', '-119.779016', '0.0']",38.9704783,-119.779016,0.0
5600,"2965 S. Jones, Las Vegas, NV, 89146","Las Vegas, NV 89146 ·",,,4240000.0, ,33678,1,2.04 SF,Office,1997,"2965 S Jones Blvd, Las Vegas, NV 89146, USA","['36.1356607', '-115.2257147', '0.0']",36.1356607,-115.2257147,0.0
5601,"8912 Spanish Ridge Ave., Las Vegas, NV, 89148","Las Vegas, NV 89148 ·",,,18950000.0, ,71024,3,4.23 AC,Office,2007,"8912 Spanish Ridge Ave, Las Vegas, NV 89148, USA","['36.0907987', '-115.2866293', '0.0']",36.0907987,-115.2866293,0.0
5602,"350 Boomtown Garson Rd, Reno, NV, 89523","Reno, NV 89523 ·",,,3275000.0, , , ,10.71 AC,Land, ,"350 Boomtown Garson Road, Reno, NV 89523, USA","['39.5161543', '-119.963571', '0.0']",39.5161543,-119.963571,0.0
5603,"Las Vegas Boulevard and Cactus Avenue, Las Vegas, NV, 89183","Las Vegas, NV 89183 ·",,,40000000.0, , , ,56.63 AC,Land, ,"E Cactus Ave & S Las Vegas Blvd, Enterprise, NV 89183, USA","['35.9992403', '-115.1725395', '0.0']",35.9992403,-115.1725395,0.0
5604,"3456 N Carson Street, Carson City, NV, 89706","Carson City, NV 89706 ·",,,4350000.0, , , ,18.50 AC,Retail,1995,"3456 N Carson St, Carson City, NV 89706, USA","['39.1883485', '-119.7753559', '0.0']",39.1883485,-119.7753559,0.0
5605,"199 E Moana Lane, Reno, NV, 89502","Reno, NV 89502 ·",,,3500000.0, ,16540, , ,Retail, ,"199 E Moana Ln, Reno, NV 89502, USA","['39.4925963', '-119.7941034', '0.0']",39.4925963,-119.7941034,0.0
5606,"2800 E Sunset Rd, Las Vegas, NV, 89120","Las Vegas, NV 89120 ·",,,3262500.0, ,22500,1,3.39 AC,Industrial, ,"2800 E Sunset Rd, Las Vegas, NV 89120, USA","['36.0723572', '-115.1120166', '0.0']",36.0723572,-115.1120166,0.0
5607,"1210 Nevada Pacific Parkway, Fernley, NV, 89408","Fernley, NV 89408 ·",,,6527030.0, , , ,"815,879 SF",Land, ,"1210 Nevada Pacific Pkwy, Fernley, NV 89408, USA","['39.5978368', '-119.1974479', '0.0']",39.5978368,-119.1974479,0.0
5608,"5040 Hunter's Peak Rd, Reno, NV, 89519","Reno, NV 89519 ·",,,10500000.0, , , ,206 AC,Land, ,"Hunters Peak Rd, Reno, NV 89519, USA","['39.4902595', '-119.8874622', '0.0']",39.4902595,-119.8874622,0.0
5609,"4100 E Cheyenne Ave, Las Vegas, NV, 89115","Las Vegas, NV 89115 ·",,,5900000.0, ,12960,1,"401,623 SF",Industrial,1959,"4100 E Cheyenne Ave, Las Vegas, NV 89115, USA","['36.2184758', '-115.0848483', '0.0']",36.2184758,-115.0848483,0.0
5610,"790 Brinkby Avenue, Reno, NV, 89509","Reno, NV 89509 ·",,,3800000.0,48,45130,2,1.34 AC,Multifamily,1971,"790 Brinkby Ave, Reno, NV 89509, USA","['39.49513270000001', '-119.8059984', '0.0']",39.49513270000001,-119.8059984,0.0
5611,"191-06-401-004, Las Vegas, NV, 89141","Las Vegas, NV 89141 ·",,,4999995.0, , , ,34.23 AC,Land, ,"Las Vegas, NV 89141, USA","['35.9706292', '-115.3074646', '0.0']",35.9706292,-115.3074646,0.0
5612,"4511 W. Cheyenne Ave., North Las Vegas, NV, 89032","North Las Vegas, NV 89032 ·",,,3875000.0, ,16250, , ,Special Purpose, ,"4511 W Cheyenne Ave, North Las Vegas, NV 89032, USA","['36.2171501', '-115.2000434', '0.0']",36.2171501,-115.2000434,0.0
5613,"110 Ville Dr, Boulder City, NV, 89005","Boulder City, NV 89005 ·",,,3900000.0, ,35967,3,5.97 AC,Hotel & Motel,1985,"110 Ville Dr, Boulder City, NV 89005, USA","['35.9917169', '-114.8315837', '0.0']",35.9917169,-114.8315837,0.0
5614,"8365 W. Sunset Road, Las Vegas, NV, 89113","Las Vegas, NV 89113 ·",,,4500000.0, , , ,4.50 AC,Land, ,"8365 W Sunset Rd, Las Vegas, NV 89113, USA","['36.0693808', '-115.2739059', '0.0']",36.0693808,-115.2739059,0.0
5615,"4115 S Grand Canyon Drive, Las Vegas, NV, 89147","Las Vegas, NV 89147 ·",,,18750000.0, , , ,13.21 AC,Retail,2007,"4115 S Grand Canyon Dr Ste #100, Las Vegas, NV 89147, USA","['36.1144808', '-115.3096917', '0.0']",36.1144808,-115.3096917,0.0
5616,"US HWY I-15, Las Vegas, NV, 89165","Las Vegas, NV 89165 ·",,,49000000.0, , , ,100 - 364.85 AC,Land, ,"I-15, Las Vegas, NV, USA","['36.2054783', '-115.132879', '0.0']",36.2054783,-115.132879,0.0
5617,"Flamingo Road & S Buffalo Drive, Las Vegas, NV, 89147","Las Vegas, NV 89147 ·",,,3250000.0, , , ,2.60 AC,Senior Housing, ,"S Buffalo Dr & W Flamingo Rd, Spring Valley, NV 89147, USA","['36.114598', '-115.260899', '0.0']",36.114598,-115.260899,0.0
5618,"7180 Cascade Valley Ct, Las Vegas, NV, 89128","Las Vegas, NV 89128 ·",,,4185000.0, ,15693,2,"62,291 SF",Office,1998,"7180 Cascade Valley Ct, Las Vegas, NV 89128, USA","['36.2117708', '-115.2489832', '0.0']",36.2117708,-115.2489832,0.0
5619,"410 E. Bonneville, Las Vegas, NV, 89101","Las Vegas, NV 89101 ·",,,5250000.0, , , ,"28,000 SF",Land, ,"410 E Bonneville Ave, Las Vegas, NV 89101, USA","['36.1635423', '-115.145396', '0.0']",36.1635423,-115.145396,0.0
5620,"330 S Lola Ln, Pahrump, NV, 89048","Pahrump, NV 89048 ·",,,4995000.0, ,12525,1,"43,560 SF",Office,2010,"330 S Lola Ln, Pahrump, NV 89048, USA","['36.2117813', '-116.0240038', '0.0']",36.2117813,-116.0240038,0.0
5621,"4040 W Craig Rd, North Las Vegas, NV, 89032","North Las Vegas, NV 89032 ·",,,11000000.0, ,52363,1,"587,188 SF",Retail,2008,"4040 W Craig Rd, North Las Vegas, NV 89032, USA","['36.2400451', '-115.1945202', '0.0']",36.2400451,-115.1945202,0.0
5622,"Volunteer-Via Inspirada, Henderson, NV, 89044","Henderson, NV 89044 ·",,,3900000.0, , , ,3.75 AC,Land, ,"Volunteer Boulevard & Via Inspirada, Henderson, NV 89044, USA","['35.9597693', '-115.1391038', '0.0']",35.9597693,-115.1391038,0.0
5623,"2960 W Sahara Ave, Las Vegas, NV, 89102","Las Vegas, NV 89102 ·",,,11000000.0, ,34387,3,1.67 AC,Office,1998,"2960 W Sahara Ave, Las Vegas, NV 89102, USA","['36.1456156', '-115.1814589', '0.0']",36.1456156,-115.1814589,0.0
5624,"3700 N Carson St, Carson City, NV, 89703","Carson City, NV 89703 ·",,,3900000.0, , , ,7.48 AC,Land, ,"3700 N Carson St, Carson City, NV 89706, USA","['39.1925059', '-119.7752202', '0.0']",39.1925059,-119.7752202,0.0
5625,"4350 N. Nellis Blvd, Las Vegas, NV, 89115","Las Vegas, NV 89115 ·",,,8950000.0, ,206302,1,19.05 AC,Industrial,2000,"4350 N Nellis Blvd, Las Vegas, NV 89115, USA","['36.2392373', '-115.0593879', '0.0']",36.2392373,-115.0593879,0.0
5626,"2800 E Sunset Rd, Las Vegas, NV, 89120","Las Vegas, NV 89120 ·",,,7830000.0, ,54000,1,3.39 AC,Industrial, ,"2800 E Sunset Rd, Las Vegas, NV 89120, USA","['36.0723572', '-115.1120166', '0.0']",36.0723572,-115.1120166,0.0
5627,"3802-3842 Meadows Ln, Las Vegas, NV, 89107","Las Vegas, NV 89107 ·",,,5799000.0, ,28954,1,"128,066 SF",Office,1980,"3802 Meadows Ln, Las Vegas, NV 89107, USA","['36.1703738', '-115.193046', '0.0']",36.1703738,-115.193046,0.0
5628,"70 E Horizon Ridge Pky, Henderson, NV, 89002","Henderson, NV 89002 ·",,,6235000.0, , ,1,2.19 AC,Retail,2005,"70 E Horizon Ridge Pkwy, Henderson, NV 89002, USA","['36.0089478', '-114.9904892', '0.0']",36.0089478,-114.9904892,0.0
5629,"6408 N Durango Dr, Las Vegas, NV, 89149","Las Vegas, NV 89149 ·",,,17500000.0, , , ,3.50 AC,Retail, ,"6408 N Durango Dr, Las Vegas, NV 89149, USA","['36.2775369', '-115.2877462', '0.0']",36.2775369,-115.2877462,0.0
5630,"8520 Blue Diamond Rd, Las Vegas, NV, 89178","Las Vegas, NV 89178 ·",,,3662000.0, ,6300,1,"45,738 SF",Retail,2016,"8520 Blue Diamond Rd, Las Vegas, NV 89178, USA","['36.0208591', '-115.2772297', '0.0']",36.0208591,-115.2772297,0.0
5631,"3740 Barron Way, Reno, NV, 89511","Reno, NV 89511 ·",,,3480000.0, ,17796,1,1.99 AC,Industrial,2009,"3740 Barron Way, Reno, NV 89511, USA","['39.4683299', '-119.7612904', '0.0']",39.4683299,-119.7612904,0.0
5632,"0 Spectrum Blvd, Reno, NV, 89512","Reno, NV 89512 ·",,,2276173.5, , , ,2.55 - 22.49 AC,Land, ,"5190 Spectrum Blvd #3903, Reno, NV 89512, USA","['39.5807596', '-119.8112504', '0.0']",39.5807596,-119.8112504,0.0
5633,"783 Cimmaron, Mesquite, NV, 89027","Mesquite, NV 89027 ·",,,3150000.0, ,37400, , ,Industrial, ,"783 Cimarron Ct, Mesquite, NV 89027, USA","['36.7890859', '-114.1309312', '0.0']",36.7890859,-114.1309312,0.0
5634,"8265 Scottie Street, Las Vegas, NV, 89166","Las Vegas, NV 89166 ·",,,3000000.0, , , ,5 - 28.97 AC,Land, ,"8265 Scottie St, Las Vegas, NV 89166, USA","['36.3106919', '-115.4178632', '0.0']",36.3106919,-115.4178632,0.0
5635,"Muller Parkway, Gardnerville, NV, 89410","Gardnerville, NV 89410 ·",,,11513997.0, , , ,1 - 61.95 AC,Land, ,"Muller Pkwy, Gardnerville, NV 89410, USA","['38.92158440000001', '-119.716334', '0.0']",38.92158440000001,-119.716334,0.0
5636,"USA Pkwy & Peru Drive, McCarran, NV, 89434","McCarran, NV 89434 ·",,,3907855.0, , , ,56.07 AC,Land, ,"2777 USA Pkwy, McCarran, NV 89434, USA","['39.5247154', '-119.4763565', '0.0']",39.5247154,-119.4763565,0.0
5637,"Boulder Highway-US 95, Las Vegas, NV, 89121","Las Vegas, NV 89121 ·",,,3800000.0, , , ,10.63 AC,Land, ,"4180 Boulder Hwy, Las Vegas, NV 89121, USA","['36.1286745', '-115.0841101', '0.0']",36.1286745,-115.0841101,0.0
5638,"630 Trade Center Dr, Las Vegas, NV, 89119","Las Vegas, NV 89119 ·",,,7695000.0, ,35559,2,"108,900 SF",Office,2001,"630 Trade Center Dr, Las Vegas, NV 89119, USA","['36.0710772', '-115.1495442', '0.0']",36.0710772,-115.1495442,0.0
5639,"7251 W. Azure Drive, Las Vegas, NV, 89130","Las Vegas, NV 89130 ·",,,4000000.0, ,5084,1,1.12 AC,Retail,2012,"7251 W Azure Dr, Las Vegas, NV 89130, USA","['36.2729771', '-115.2518542', '0.0']",36.2729771,-115.2518542,0.0
5640,"0 Military Rd, Reno, NV, 89506","Reno, NV 89506 ·",,,4565306.0, , , ,7.76 - 46.58 AC,Land, ,"8001 Military Rd, Reno, NV 89506, USA","['39.625208', '-119.8519413', '0.0']",39.625208,-119.8519413,0.0
5641,"2195 Mill St, Reno, NV, 89502","Reno, NV 89502 ·",,,8000000.0, , , ,3 - 17.21 AC,Land, ,"2195 Mill St, Reno, NV 89502, USA","['39.523627', '-119.784781', '0.0']",39.523627,-119.784781,0.0
5642,"N. Hwy 395 and Charlotte Way, Gardnerville, NV, 89410","Gardnerville, NV 89410 ·",,,3995000.0, , , ,8.82 AC,Land, ,"Charlotte Way & U.S. Hwy 395 N, Gardnerville, NV 89410, USA","['38.9205485', '-119.7222206', '0.0']",38.9205485,-119.7222206,0.0
5643,"4285 N. Rancho, Las Vegas, NV, 89130","Las Vegas, NV 89130 ·",,,3499000.0, ,24658,1,1.56 AC,Office,2005,"4285 N Rancho Dr, Las Vegas, NV 89130, USA","['36.2371826', '-115.232034', '0.0']",36.2371826,-115.232034,0.0
5644,"Post Rd, Las Vegas, NV, 89118","Las Vegas, NV 89118 ·",,,5635000.0, ,40250,1,2.36 AC,Industrial, ,"W Post Rd, Las Vegas, NV 89118, USA","['36.0747344', '-115.2209359', '0.0']",36.0747344,-115.2209359,0.0
5645,"550 W Plumb Ln, Reno, NV, 89509","Reno, NV 89509 ·",,,5424000.0, , ,1,1.44 AC,Retail,2002,"550 W Plumb Ln, Reno, NV 89509, USA","['39.5052248', '-119.8168271', '0.0']",39.5052248,-119.8168271,0.0
5646,"Apex Power Parkway, North Las Vegas, NV, 89124","North Las Vegas, NV 89124 ·",,,5320500.0, , , ,106.41 AC,Land, ,"Apex Power Pkwy, Nevada, USA","['36.4064516', '-114.9593327', '0.0']",36.4064516,-114.9593327,0.0
5647,"Speedway
& I-15, Las Vegas, NV, 89165","Las Vegas, NV 89165 ·",,,8800000.0, , , ,28.32 AC,Land, ,"7000 Las Vegas Blvd N, Las Vegas, NV 89115, USA","['36.2722847', '-115.0102761', '0.0']",36.2722847,-115.0102761,0.0
5648,"6575 Hinson St., Las Vegas, NV, 89118","Las Vegas, NV 89118 ·",,,6100000.0, ,37500,2,2.07 AC,Industrial,2001,"6575 Hinson St, Las Vegas, NV 89118, USA","['36.0704354', '-115.1951223', '0.0']",36.0704354,-115.1951223,0.0
5649,"9580 W Flamingo Rd, Las Vegas, NV, 89147","Las Vegas, NV 89147 ·",,,5843000.0, ,7572,1,"169,884 SF",Retail,2003,"9580 W Flamingo Rd, Las Vegas, NV 89147, USA","['36.1156276', '-115.3012141', '0.0']",36.1156276,-115.3012141,0.0
5650,"Pabco Road and I-15, North Las Vegas, NV, 89030","North Las Vegas, NV 89030 ·",,,29460000.0, , , ,10 - 446.10 AC,Land, ,"I-15, North Las Vegas, NV 89030, USA","['36.2181045', '-115.1235878', '0.0']",36.2181045,-115.1235878,0.0
5651,"3101 E. Craig Rd. & 4380 Donovan Way, North Las Vegas, NV, 89030","North Las Vegas, NV 89030 ·",,,10200000.0, ,78015, , ,Industrial, ,"3101 E Craig Rd, North Las Vegas, NV 89030, USA","['36.2385035', '-115.106832', '0.0']",36.2385035,-115.106832,0.0
5653,"Falcon Ridge Pky & W Pioneer Blvd, Mesquite, NV, 89027","Mesquite, NV 89027 ·",,,3700000.0, , , ,5.50 AC,Land, ,"Falcon Ridge Pkwy & W Pioneer Blvd, Mesquite, NV 89034, USA","['36.8059261', '-114.1113234', '0.0']",36.8059261,-114.1113234,0.0
5654,"1243 High School Street., Gardnerville, NV, 89410","Gardnerville, NV 89410 ·",,,3495000.0,23,28788,2,1.50 AC,Multifamily,1993,"1243 High School St, Gardnerville, NV 89410, USA","['38.943782', '-119.749976', '0.0']",38.943782,-119.749976,0.0
5655,"8425-8475 W. Arby Avenue, Las Vegas, NV, 89113","Las Vegas, NV 89113 ·",,,3822390.0, , , ,2.39 - 4.63 AC,Land, ,"8425 W Arby Ave, Las Vegas, NV 89113, USA","['36.0582723', '-115.2757783', '0.0']",36.0582723,-115.2757783,0.0
5656,"8428 W. Warm Springs Road, Las Vegas, NV, 89113","Las Vegas, NV 89113 ·",,,3196375.0, ,10510,1,0.97 AC,Office,2009,"8428 W Warm Springs Rd, Las Vegas, NV 89113, USA","['36.0569698', '-115.2755628', '0.0']",36.0569698,-115.2755628,0.0
5657,"Enterprise Way & US Highway 50, Dayton, NV, 89403","Dayton, NV 89403 ·",,,4631408.0, , , ,1.45 - 243.73 AC,Land, ,"US-50 & Enterprise Way, Dayton, NV 89403, USA","['39.2774876', '-119.5588757', '0.0']",39.2774876,-119.5588757,0.0
5658,"2385 W Deer Springs Way, North Las Vegas, NV, 89084","North Las Vegas, NV 89084 ·",,,3977796.0, ,11331,1,1.14 AC,Retail,2016,"2385 W Deer Springs Way, North Las Vegas, NV 89084, USA","['36.2832635', '-115.1753734', '0.0']",36.2832635,-115.1753734,0.0
5659,"4955 S Durango Dr, Las Vegas, NV, 89113","Las Vegas, NV 89113 ·",,,8975000.0, ,55332,1,4 AC,Office,1999,"4955 S Durango Dr, Las Vegas, NV 89113, USA","['36.0992968', '-115.2799616', '0.0']",36.0992968,-115.2799616,0.0
5660,"NW Corner of NV 159 & 160, Las Vegas, NV, 89161","Las Vegas, NV 89161 ·",,,3254000.0, , , ,5 - 16.27 AC,Land, ,"NV-159 & NV-160, Nevada 89161, USA","['36.0348993', '-115.3588752', '0.0']",36.0348993,-115.3588752,0.0
5661,"6200 Range Road, North Las Vegas, NV, 89115","North Las Vegas, NV 89115 ·",,,4723363.0, , , ,22.45 AC,Land, ,"6200 Range Rd, Las Vegas, NV 89115, USA","['36.2711174', '-115.0618749', '0.0']",36.2711174,-115.0618749,0.0
5662,"SWC El Campo Grande & Shatz Blvd., Las Vegas, NV, 89115","Las Vegas, NV 89115 ·",,,4000000.0, , , ,35.55 AC,Land, ,"Shatz St & E El Campo Grande Ave, North Las Vegas, NV 89115, USA","['36.265457', '-115.0293103', '0.0']",36.265457,-115.0293103,0.0
5663,"200 & 280 E. Parr Blvd, Reno, NV, 89512","Reno, NV 89512 ·",,,4000000.0, ,9632, ,8.22 AC,Industrial, ,"280 E Parr Blvd #200, Reno, NV 89512, USA","['39.5690284', '-119.8198346', '0.0']",39.5690284,-119.8198346,0.0
5664,"1062 Riverview / Hwy 395, Gardnerville, NV, 89410","Gardnerville, NV 89410 ·",,,3420331.0, , , ,12.08 AC,Land, ,"1062 Riverview Dr, Gardnerville, NV 89460, USA","['38.915021', '-119.7169573', '0.0']",38.915021,-119.7169573,0.0
5665,"7330 N Rainbow Blvd., Las Vegas, NV, 89131","Las Vegas, NV 89131 ·",,,6450000.0, , , ,9.79 - 33 AC,Land, ,"7330 N Rainbow Blvd, Las Vegas, NV 89131, USA","['36.292779', '-115.2399025', '0.0']",36.292779,-115.2399025,0.0
5666,"I-395 and Damonte Ranch Pkwy, Reno, NV, 89521","Reno, NV 89521 ·",,,6690816.0, , , ,5.12 AC,Land, ,"12945 Old Virginia Rd, Reno, NV 89521, USA","['39.4124746', '-119.7501681', '0.0']",39.4124746,-119.7501681,0.0
5667,"0 Mogul Rd, Reno, NV, 89502","Reno, NV 89502 ·",,,5500000.0, , , ,27.90 AC,Land, ,"Mogul Rd, Reno, NV, USA","['39.5099691', '-119.9303673', '0.0']",39.5099691,-119.9303673,0.0
5668,"401 E. Charleston Blvd., Las Vegas, NV, 89104","Las Vegas, NV 89104 ·",,,4199000.0,64,17760,3,0.43 AC,Multifamily,1978,"401 E Charleston Blvd, Las Vegas, NV 89101, USA","['36.1592995', '-115.1483861', '0.0']",36.1592995,-115.1483861,0.0
5669,"5701 W Charleston Blvd, Las Vegas, NV, 89146","Las Vegas, NV 89146 ·",,,7053000.0, ,29265,2,"104,544 SF",Office,1980,"5701 W Charleston Blvd, Las Vegas, NV 89146, USA","['36.1587943', '-115.2199645', '0.0']",36.1587943,-115.2199645,0.0
5670,"155 Dancing Bear BLVD, Winnemucca, NV, 89445","Winnemucca, NV 89445 ·",,,4500000.0,42,74706, ,3.68 AC,Multifamily, ,"155 Dancing Bear Blvd, Winnemucca, NV 89445, USA","['40.982372', '-117.7428006', '0.0']",40.982372,-117.7428006,0.0
5671,"I-395 South, Reno, NV, 89511","Reno, NV 89511 ·",,,6000000.0, , , ,20 - 66.67 AC,Land, ,"Reno, NV 89511, USA","['39.3809028', '-119.9277947', '0.0']",39.3809028,-119.9277947,0.0
5672,"3480 GS Richards Blvd, Carson City, NV, 89703","Carson City, NV 89703 ·",,,4125000.0, ,14259,3,"41,778 SF",Office,2005,"3480 Gs Richards Blvd, Carson City, NV 89703, USA","['39.191419', '-119.777303', '0.0']",39.191419,-119.777303,0.0
5673,"129-133 W Lake Mead Parkway, Henderson, NV, 89015","Henderson, NV 89015 ·",,,4250000.0, ,28320, ,2.25 AC,Office,1989,"129 W Lake Mead Pkwy, Henderson, NV 89015, USA","['36.0363056', '-114.9895531', '0.0']",36.0363056,-114.9895531,0.0
5674,"616-630 S Las Vegas Blvd, Las Vegas, NV, 89101","Las Vegas, NV 89101 ·",,,5999999.0, , ,1,0.71 AC,Retail,1960,"616 S Las Vegas Blvd, Las Vegas, NV 89101, USA","['36.1629333', '-115.1450277', '0.0']",36.1629333,-115.1450277,0.0
5675,"Hwy 50 & Coleman Road, Fallon, NV, 89406","Fallon, NV 89406 ·",,,4000000.0, , , ,34 AC,Land, ,"Coleman Rd, Fallon, NV 89406, USA","['39.4849418', '-118.7918335', '0.0']",39.4849418,-118.7918335,0.0
5676,"NV-168 & Hidden Valley Road, Moapa, NV, 89025","Moapa, NV 89025 ·",,,4250000.0, , , ,1 - 91.45 AC,Land, ,"NV-168 & Hidden Valley Rd, Moapa, NV 89025, USA","['36.6749534', '-114.6200674', '0.0']",36.6749534,-114.6200674,0.0
5677,"Wadsworth, NV, Wadsworth, NV, 89442","Wadsworth, NV 89442 ·",,,11634876.0, , , ,"1,068.40 AC",Land, ,"Wadsworth, NV 89442, USA","['39.6338011', '-119.2854477', '0.0']",39.6338011,-119.2854477,0.0
5678,"S Durango Dr & W Oquendo Rd SWC, Las Vegas, NV, 89148","Las Vegas, NV 89148 ·",,,3400000.0, , , ,4.18 AC,Land, ,"S Durango Dr & W Oquendo Rd, Spring Valley, NV 89113, USA","['36.0814941', '-115.2792817', '0.0']",36.0814941,-115.2792817,0.0
5679,"811 Grier Dr, Las Vegas, NV, 89119","Las Vegas, NV 89119 ·",,,13700000.0, ,94655,1,"185,565 SF",Industrial,1998,"811 Grier Dr, Las Vegas, NV 89119, USA","['36.0691569', '-115.1460237', '0.0']",36.0691569,-115.1460237,0.0
5680,"4404-4530 N. Rancho Drive, Las Vegas, NV, 89130","Las Vegas, NV 89130 ·",,,19800000.0, , ,1,27.06 AC,Retail,1990,"4404 N Rancho Dr, Las Vegas, NV 89130, USA","['36.2396761', '-115.2312248', '0.0']",36.2396761,-115.2312248,0.0
5681,"0 South Tenaya Way, Las Vegas, NV, 89147","Las Vegas, NV 89147 ·",,,3400000.0, , , ,7.71 AC,Land, ,"6405 S Tenaya Way, Las Vegas, NV 89113, USA","['36.0718906', '-115.2523975', '0.0']",36.0718906,-115.2523975,0.0
5682,"Apex Industrial Park, Las Vegas, NV, 89165","Las Vegas, NV 89165 ·",,,49000000.0, , , ,100 - 351.54 AC,Land, ,"9910 W Cheyenne Ave, Las Vegas, NV 89129, USA","['36.218689', '-115.311264', '0.0']",36.218689,-115.311264,0.0
5683,"100 S 14th St, Las Vegas, NV, 89101","Las Vegas, NV 89101 ·",,,6900000.0, , ,3,"28,000 SF",Senior Housing, ,"100 S 14th St, Las Vegas, NV 89101, USA","['36.164345', '-115.1311536', '0.0']",36.164345,-115.1311536,0.0
5684,"4110-4180 W Craig Rd, North Las Vegas, NV, 89032","North Las Vegas, NV 89032 ·",,,10200000.0, , ,1,6.47 SF,Retail,2001,"4110 W Craig Rd, North Las Vegas, NV 89032, USA","['36.2395694', '-115.1951621', '0.0']",36.2395694,-115.1951621,0.0
5685,"Lemmon Dr. and US 395, Reno, NV, 89506","Reno, NV 89506 ·",,,5224932.0, , , ,"1,200 - 579,348.01 SF",Land, ,"280 Vista Knoll Pkwy Ste 114, Reno, NV 89506, USA","['39.617176', '-119.8541412', '0.0']",39.617176,-119.8541412,0.0
5686,"Trails End Avenue, Las Vegas, NV, 89166","Las Vegas, NV 89166 ·",,,3000000.0, , , ,1 - 4.89 AC,Land, ,"Trails End Ave, Las Vegas, NV 89166, USA","['36.3343683', '-115.3466803', '0.0']",36.3343683,-115.3466803,0.0
5687,"Reno Park Blvd, Cold Springs, NV, 89506","Cold Springs, NV 89506 ·",,,3049200.0, , , ,Description,Land, ,"Reno Park Blvd, Cold Springs, NV 89508, USA","['39.6617223', '-119.9603352', '0.0']",39.6617223,-119.9603352,0.0
5688,"S Virginia, Reno, NV, 89521","Reno, NV 89521 ·",,,3000000.0, , , ,155 AC,Land, ,"S Virginia St, VC Highlands, NV 89521, USA","['39.4329633', '-119.7656842', '0.0']",39.4329633,-119.7656842,0.0
5689,"8570 W Lake Mead Blvd, Las Vegas, NV, 89128","Las Vegas, NV 89128 ·",,,8088708.0, ,44589,1,"179,031 SF",Retail,1992,"8570 W Lake Mead Blvd, Las Vegas, NV 89128, USA","['36.2007119', '-115.2799616', '0.0']",36.2007119,-115.2799616,0.0
5690,"5904 W Washington Ave, Las Vegas, NV, 89107","Las Vegas, NV 89107 ·",,,3990000.0,60,48040,2,"8,276 SF",Multifamily,1963,"5904 W Washington Ave, Las Vegas, NV 89107, USA","['36.1811471', '-115.2216371', '0.0']",36.1811471,-115.2216371,0.0
5691,"3105 W. Hwy 50, Silver Springs, NV, 89429","Silver Springs, NV 89429 ·",,,3715668.0, , , ,1.79 - 17.06 AC,Land, ,"3105 US-50, Silver Springs, NV 89429, USA","['39.397816', '-119.269338', '0.0']",39.397816,-119.269338,0.0
5692,"10650 & 10750 W. Charleston Boulevard, Las Vegas, NV, 89136","Las Vegas, NV 89136 ·",,,31570000.0, ,109736, ,10.47 SF,Office,2001,"10650 W Charleston Blvd, Las Vegas, NV 89135, USA","['36.1596023', '-115.327743', '0.0']",36.1596023,-115.327743,0.0
5693,"0 Golden Valley Road, Reno, NV, 89506","Reno, NV 89506 ·",,,6700000.0, , , ,9.62 AC,Land, ,"1470 E Golden Valley Rd, Reno, NV 89506, USA","['39.60636179999999', '-119.8231128', '0.0']",39.60636179999999,-119.8231128,0.0
5694,"Highway 50 & Julius Ln, Mound House, NV, 89706","Mound House, NV 89706 ·",,,2283000.0, , , ,0.98 - 40 AC,Land, ,"US-50 & Julius Ln, Nevada 89706, USA","['39.2158859', '-119.663545', '0.0']",39.2158859,-119.663545,0.0
5695,"859 Highway 395, Gardnerville, NV, 89410","Gardnerville, NV 89410 ·",,,12995000.0, , , ,130 AC,Land, ,"859 US-395, Gardnerville, NV 89410, USA","['38.9067276', '-119.7018091', '0.0']",38.9067276,-119.7018091,0.0
5696,"1 E Liberty St, Reno, NV, 89501","Reno, NV 89501 ·",,,21485000.0, ,91557,6,"41,382 SF",Office, ,"1 E Liberty St, Reno, NV 89501, USA","['39.5222077', '-119.8108844', '0.0']",39.5222077,-119.8108844,0.0
5697,"7600 Eastgate Road, Henderson, NV, 89011","Henderson, NV 89011 ·",,,15880000.0, ,141815,2,9.93 SF,Industrial,2003,"7600 Eastgate Rd, Henderson, NV 89011, USA","['36.0510212', '-115.0182395', '0.0']",36.0510212,-115.0182395,0.0
5698,"3649 Marion Drive, Las Vegas, NV, 89115","Las Vegas, NV 89115 ·",,,4515000.0, , , ,18.84 AC,Land, ,"3649 Marion Dr, Las Vegas, NV 89115, USA","['36.2267816', '-115.072088', '0.0']",36.2267816,-115.072088,0.0
5699,"0 Sunset & Westwind, Las Vegas, NV, 89118","Las Vegas, NV 89118 ·",,,3490000.0, , , ,4.09 AC,Land, ,"W Sunset Rd & Westwind Rd, Enterprise, NV 89118, USA","['36.0712362', '-115.2182056', '0.0']",36.0712362,-115.2182056,0.0
5700,"Military Road & Lemmon Drive, Reno, NV, 89506","Reno, NV 89506 ·",,,5428000.0, , , ,53.63 AC,Land, ,"Military Rd & Lemmon Dr, Lemmon Valley-Golden Valley, NV 89506, USA","['39.623517', '-119.8478768', '0.0']",39.623517,-119.8478768,0.0
